Event_ID,Supply_Level,Valve_Position,Measurement,STATUS
3298,low,off,130,Normal
3299,low,off,296,Critic
3300,median,on,154,Normal
3301,low,off,144,Normal
3302,median,on,268,Critic
3303,median,off,152,Normal
3304,low,on,129,Normal
3305,high,on,204,Critic
3306,high,on,138,Normal
3307,low,on,130,Normal
3308,low,on,136,Normal
3309,high,on,162,Normal
3310,low,on,152,Normal
3311,low,off,132,Normal
3312,low,off,147,Normal
3313,median,off,288,Critic
3314,low,off,285,Critic
3315,low,off,125,Normal
3316,low,on,136,Normal
3317,low,on,134,Normal
3318,high,off,255,Critic
3319,low,off,200,Critic
3320,high,on,148,Normal
3321,high,on,150,Normal
3322,median,off,127,Normal
3323,high,on,254,Critic
3324,low,on,154,Normal
3325,low,off,124,Normal
3326,high,off,154,Normal
3327,median,off,166,Critic
3328,low,off,170,Normal
3329,low,on,137,Normal
3330,low,off,249,Critic
3331,low,on,146,Normal
3332,low,on,138,Normal
3333,low,on,130,Normal
3334,high,on,154,Normal
3335,high,on,136,Normal
3336,low,off,160,Normal
3337,median,on,156,Normal
3338,low,off,162,Normal
3339,low,off,132,Normal
3340,low,off,160,Normal
3341,low,on,297,Critic
3342,low,off,165,Normal
3343,low,on,128,Normal
3344,high,on,262,Critic
3345,low,on,162,Normal
3346,high,off,160,Critic
3347,low,off,134,Normal
3348,low,off,169,Normal
3349,high,off,216,Critic
3350,high,off,224,Critic
3351,low,off,162,Normal
3352,low,off,136,Normal
3353,low,off,146,Normal
3354,low,on,156,Normal
3355,high,off,130,Normal
3356,low,off,142,Normal
3357,median,on,130,Normal
3358,median,on,121,Normal
3359,high,on,159,Critic
3360,high,on,130,Normal
3361,median,on,146,Normal
3362,high,on,126,Normal
3363,median,on,155,Normal
3364,high,off,216,Critic
3365,median,on,158,Normal
3366,low,on,144,Normal
3367,low,off,166,Normal
3368,median,on,143,Normal
3369,median,off,145,Normal
3370,high,on,144,Normal
3371,high,off,254,Critic
3372,low,on,130,Normal
3373,high,on,158,Normal
3374,low,on,160,Normal
3375,low,on,132,Normal
3376,median,off,125,Normal
3377,high,off,266,Critic
3378,median,on,131,Normal
3379,low,off,146,Normal
3380,low,on,140,Normal
3381,low,off,136,Normal
3382,low,on,159,Normal
3383,median,off,164,Normal
3384,low,off,158,Normal
3385,high,off,177,Critic
3386,low,off,150,Normal
3387,median,on,124,Normal
3388,median,on,168,Normal
3389,high,off,162,Normal
3390,median,on,126,Normal
3391,low,on,155,Normal
3392,low,on,126,Normal
3393,median,on,130,Normal
3394,low,on,132,Normal
3395,low,off,148,Normal
3396,high,on,128,Normal
3397,low,off,128,Normal
3398,high,on,153,Normal
3399,low,off,156,Normal
3400,median,on,152,Normal
3401,high,on,148,Normal
3402,high,on,124,Normal
3403,low,off,152,Normal
3404,low,off,153,Normal
3405,low,on,149,Normal
3406,median,off,168,Normal
3407,low,on,158,Normal
3408,median,on,126,Normal
3409,median,on,124,Normal
3410,low,on,126,Normal
3411,low,off,162,Normal
3412,median,on,130,Normal
3413,low,off,130,Normal
3414,low,on,148,Normal
3415,low,on,166,Normal
3416,median,off,124,Normal
3417,low,on,160,Normal
3418,median,on,128,Normal
3419,low,off,136,Normal
3420,low,on,166,Normal
3421,low,on,147,Normal
3422,median,on,152,Normal
3423,high,on,131,Normal
3424,median,on,134,Normal
3425,high,off,165,Normal
3426,high,off,262,Critic
3427,median,off,164,Normal
3428,median,off,120,Normal
3429,high,on,230,Critic
3430,low,on,151,Normal
3431,low,off,151,Normal
3432,high,on,243,Critic
3433,low,off,231,Critic
3434,median,on,190,Critic
3435,low,on,170,Normal
3436,low,on,143,Normal
3437,low,off,134,Normal
3438,low,off,152,Normal
3439,high,on,261,Critic
3440,low,off,152,Normal
3441,median,off,220,Critic
3442,low,off,164,Normal
3443,low,on,154,Normal
3444,median,on,153,Normal
3445,low,on,220,Critic
3446,high,on,146,Normal
3447,median,on,270,Critic
3448,median,off,159,Normal
3449,low,on,142,Normal
3450,median,off,147,Normal
3451,median,on,243,Critic
3452,low,on,156,Normal
3453,low,off,154,Normal
3454,low,off,164,Normal
3455,high,off,278,Critic
3456,high,on,122,Normal
3457,low,on,147,Normal
3458,low,on,154,Normal
3459,high,off,164,Normal
3460,low,on,137,Normal
3461,median,on,138,Normal
3462,high,on,272,Critic
3463,median,on,162,Normal
3464,low,on,146,Normal
3465,low,off,122,Normal
3466,median,on,158,Normal
3467,median,off,155,Normal
3468,low,off,134,Normal
3469,median,off,136,Normal
3470,median,off,261,Critic
3471,low,off,144,Normal
3472,low,on,127,Normal
3473,median,off,168,Normal
3474,median,off,144,Normal
3475,median,on,131,Normal
3476,high,off,296,Critic
3477,high,off,213,Critic
3478,high,on,258,Critic
3479,low,on,144,Normal
3480,low,off,128,Normal
3481,low,off,167,Normal
3482,high,off,192,Critic
3483,median,on,140,Normal
3484,low,off,206,Critic
3485,low,off,132,Normal
3486,low,off,151,Normal
3487,median,off,219,Critic
3488,low,on,147,Normal
3489,low,on,156,Normal
3490,median,on,129,Normal
3491,high,off,123,Normal
3492,low,off,156,Normal
3493,high,off,249,Critic
3494,median,on,155,Normal
3495,median,off,130,Normal
3496,low,on,128,Normal
3497,low,on,154,Normal
3498,high,off,134,Normal
3499,low,on,148,Normal
3500,low,off,170,Normal
3501,high,off,272,Critic
3502,low,on,144,Normal
3503,low,on,160,Normal
3504,high,on,124,Normal
3505,high,off,186,Critic
3506,high,on,124,Normal
3507,low,off,161,Normal
3508,high,off,225,Critic
3509,low,on,137,Normal
3510,high,off,136,Normal
3511,high,off,290,Critic
3512,median,on,164,Critic
3513,median,on,154,Normal
3514,low,on,137,Normal
3515,high,off,138,Normal
3516,low,off,160,Normal
3517,low,on,276,Critic
3518,median,on,158,Normal
3519,low,on,143,Normal
3520,high,off,152,Normal
3521,median,off,250,Critic
3522,low,off,134,Normal
3523,low,off,153,Normal
3524,median,off,122,Normal
3525,low,off,126,Normal
3526,median,off,142,Normal
3527,low,off,146,Normal
3528,low,off,150,Normal
3529,low,off,130,Normal
3530,low,off,134,Normal
3531,median,off,132,Normal
3532,low,on,170,Normal
3533,low,off,156,Normal
3534,low,on,132,Normal
3535,low,off,150,Normal
3536,low,off,146,Normal
3537,low,off,145,Normal
3538,low,on,152,Normal
3539,low,on,120,Normal
3540,median,on,135,Normal
3541,low,off,128,Normal
3542,low,off,300,Critic
3543,high,off,148,Normal
3544,low,on,166,Normal
3545,high,on,156,Normal
3546,low,off,196,Critic
3547,low,off,140,Normal
3548,median,on,124,Normal
3549,low,on,128,Normal
3550,low,off,140,Normal
3551,high,off,126,Normal
3552,median,on,122,Normal
3553,low,off,123,Normal
3554,high,on,195,Critic
3555,low,on,153,Normal
3556,high,on,139,Normal
3557,low,on,142,Normal
3558,high,off,202,Critic
3559,high,on,146,Normal
3560,low,on,144,Normal
3561,low,off,159,Normal
3562,low,off,123,Normal
3563,median,off,124,Normal
3564,high,on,219,Critic
3565,high,off,167,Normal
3566,low,off,144,Normal
3567,high,on,170,Normal
3568,low,off,189,Critic
3569,high,on,288,Critic
3570,low,on,161,Normal
3571,low,on,168,Normal
3572,high,off,162,Normal
3573,low,off,145,Normal
3574,low,on,140,Normal
3575,median,on,162,Normal
3576,low,off,138,Normal
3577,low,on,140,Normal
3578,high,on,260,Critic
3579,high,on,160,Normal
3580,low,on,162,Normal
3581,low,on,170,Normal
3582,low,on,152,Normal
3583,high,off,192,Critic
3584,low,on,168,Normal
3585,median,on,148,Normal
3586,low,off,144,Normal
3587,median,off,156,Normal
3588,high,off,194,Critic
3589,median,off,146,Normal
3590,high,off,159,Critic
3591,low,off,164,Normal
3592,high,off,129,Normal
3593,low,off,149,Normal
3594,high,on,143,Normal
3595,low,off,134,Normal
3596,median,off,152,Normal
3597,low,off,148,Normal
3598,median,on,261,Critic
3599,low,off,166,Normal
3600,high,on,279,Critic
3601,median,on,138,Normal
3602,high,on,139,Normal
3603,low,on,152,Normal
3604,high,off,152,Critic
3605,median,on,156,Normal
3606,median,on,150,Normal
3607,low,off,188,Critic
3608,median,on,144,Normal
3609,low,off,162,Normal
3610,median,off,176,Critic
3611,high,off,250,Critic
3612,high,off,262,Critic
3613,low,off,170,Normal
3614,median,on,161,Normal
3615,low,on,155,Normal
3616,high,off,162,Normal
3617,low,on,145,Normal
3618,high,off,196,Critic
3619,median,off,153,Normal
3620,low,on,144,Normal
3621,low,off,148,Normal
3622,median,off,244,Critic
3623,low,off,152,Critic
3624,low,off,154,Normal
3625,median,on,178,Critic
3626,low,on,127,Normal
3627,low,on,136,Normal
3628,low,on,130,Normal
3629,high,off,184,Critic
3630,high,off,130,Normal
3631,low,on,156,Normal
3632,median,on,174,Critic
3633,median,off,160,Critic
3634,high,on,129,Normal
3635,median,off,122,Normal
3636,high,on,168,Normal
3637,low,on,154,Normal
3638,low,off,152,Normal
3639,low,on,165,Normal
3640,low,off,135,Normal
3641,high,off,189,Critic
3642,high,on,152,Normal
3643,high,off,204,Critic
3644,low,off,171,Critic
3645,median,on,158,Normal
3646,low,on,126,Normal
3647,low,off,152,Normal
3648,low,off,146,Normal
3649,median,on,148,Normal
3650,median,off,260,Critic
3651,low,off,128,Normal
3652,low,on,146,Normal
3653,median,off,123,Normal
3654,median,off,202,Critic
3655,low,off,130,Normal
3656,median,on,198,Critic
3657,median,off,136,Normal
3658,low,on,124,Normal
3659,low,on,164,Normal
3660,low,off,148,Normal
3661,high,off,190,Critic
3662,high,off,243,Critic
3663,high,on,144,Normal
3664,low,on,139,Normal
3665,low,on,156,Normal
3666,low,on,142,Normal
3667,low,on,160,Normal
3668,low,on,149,Normal
3669,low,on,170,Normal
3670,median,off,154,Normal
3671,low,on,157,Normal
3672,median,off,129,Normal
3673,low,off,148,Normal
3674,low,on,152,Normal
3675,high,off,167,Normal
3676,low,off,162,Normal
3677,low,on,144,Normal
3678,low,off,291,Critic
3679,low,on,158,Normal
3680,high,on,153,Normal
3681,high,off,170,Critic
3682,median,off,238,Critic
3683,low,on,167,Normal
3684,low,off,130,Normal
3685,median,off,208,Critic
3686,low,off,156,Normal
3687,median,off,171,Critic
3688,low,off,146,Normal
3689,low,off,146,Normal
3690,median,on,126,Normal
3691,low,off,150,Normal
3692,median,off,162,Normal
3693,low,on,149,Normal
3694,low,on,148,Normal
3695,high,off,128,Normal
3696,high,on,254,Critic
3697,low,on,153,Normal
3698,low,on,138,Normal
3699,low,off,127,Normal
3700,low,off,137,Normal
3701,median,on,160,Normal
3702,low,on,162,Normal
3703,median,on,126,Normal
3704,median,off,232,Critic
3705,low,off,170,Normal
3706,low,on,126,Normal
3707,median,off,130,Normal
3708,low,on,160,Normal
3709,median,off,152,Normal
3710,low,off,122,Normal
3711,median,on,128,Normal
3712,low,on,169,Normal
3713,low,off,160,Normal
3714,high,off,124,Normal
3715,low,on,158,Normal
3716,low,on,128,Normal
3717,low,on,162,Normal
3718,median,off,122,Normal
3719,high,off,296,Critic
3720,low,off,160,Critic
3721,high,off,132,Normal
3722,low,off,138,Normal
3723,median,on,172,Critic
3724,low,on,138,Normal
3725,low,on,122,Normal
3726,high,off,226,Critic
3727,high,on,130,Normal
3728,median,on,148,Normal
3729,low,on,128,Normal
3730,low,on,152,Normal
3731,median,off,237,Critic
3732,median,on,162,Normal
3733,median,off,123,Normal
3734,low,off,156,Normal
3735,low,on,130,Normal
3736,high,on,122,Normal
3737,high,off,142,Normal
3738,high,on,149,Normal
3739,low,on,143,Normal
3740,low,off,124,Normal
3741,high,off,176,Critic
3742,low,off,148,Normal
3743,low,off,150,Normal
3744,low,on,156,Normal
3745,low,off,129,Normal
3746,low,off,152,Normal
3747,low,off,160,Normal
3748,low,off,124,Normal
3749,low,on,168,Normal
3750,high,off,220,Critic
3751,high,off,127,Normal
3752,median,off,124,Normal
3753,low,on,122,Normal
3754,low,off,124,Normal
3755,low,off,122,Normal
3756,low,on,128,Normal
3757,low,off,162,Normal
3758,low,on,127,Normal
3759,low,off,159,Normal
3760,median,off,168,Normal
3761,low,on,120,Normal
3762,high,off,180,Critic
3763,high,on,130,Normal
3764,low,off,170,Normal
3765,low,off,164,Normal
3766,low,off,146,Normal
3767,median,off,123,Normal
3768,low,on,145,Normal
3769,low,off,136,Normal
3770,median,off,145,Normal
3771,low,on,168,Normal
3772,high,off,218,Critic
3773,low,off,164,Normal
3774,low,off,131,Normal
3775,high,off,153,Critic
3776,low,off,138,Normal
3777,high,off,167,Normal
3778,low,off,146,Normal
3779,low,off,158,Normal
3780,low,off,155,Normal
3781,median,off,156,Normal
3782,low,on,128,Normal
3783,median,off,157,Normal
3784,median,off,154,Normal
3785,low,on,148,Normal
3786,low,on,137,Normal
3787,high,off,166,Critic
3788,median,on,180,Critic
3789,low,on,135,Normal
3790,low,on,170,Normal
3791,median,on,150,Normal
3792,low,on,140,Normal
3793,high,on,171,Critic
3794,low,on,144,Normal
3795,low,on,140,Normal
3796,low,on,128,Normal
3797,median,on,138,Normal
3798,median,off,255,Critic
3799,low,off,142,Normal
3800,median,off,156,Critic
3801,median,off,158,Critic
3802,median,off,296,Critic
3803,median,on,131,Normal
3804,median,on,152,Normal
3805,low,off,121,Normal
3806,low,off,121,Normal
3807,low,off,290,Critic
3808,low,on,165,Normal
3809,median,off,166,Normal
3810,low,off,164,Normal
3811,low,off,160,Normal
3812,low,on,121,Normal
3813,low,on,130,Normal
3814,high,off,160,Critic
3815,low,off,138,Normal
3816,high,off,224,Critic
3817,low,on,144,Normal
3818,low,on,166,Normal
3819,high,off,128,Normal
3820,median,on,131,Normal
3821,low,on,134,Normal
3822,low,on,154,Normal
3823,low,on,164,Normal
3824,high,off,204,Critic
3825,low,off,144,Normal
3826,low,on,126,Normal
3827,median,off,276,Critic
3828,high,on,148,Normal
3829,high,on,134,Normal
3830,low,on,151,Normal
3831,low,on,147,Normal
3832,low,on,163,Normal
3833,median,on,169,Normal
3834,high,off,153,Normal
3835,low,off,141,Normal
3836,high,off,166,Normal
3837,low,off,135,Normal
3838,low,off,155,Normal
3839,low,on,124,Normal
3840,median,off,140,Normal
3841,low,on,136,Normal
3842,low,on,163,Normal
3843,low,on,122,Normal
3844,median,on,188,Critic
3845,high,off,120,Normal
3846,high,on,243,Critic
3847,median,on,135,Normal
3848,high,off,159,Critic
3849,high,off,132,Normal
3850,low,off,145,Normal
3851,median,off,158,Normal
3852,low,off,167,Normal
3853,high,off,150,Normal
3854,low,on,165,Normal
3855,median,off,121,Normal
3856,low,on,126,Normal
3857,low,off,156,Normal
3858,high,on,136,Normal
3859,median,on,164,Normal
3860,high,off,126,Normal
3861,high,off,182,Critic
3862,low,off,162,Normal
3863,low,off,163,Normal
3864,low,on,218,Critic
3865,low,off,144,Normal
3866,high,on,291,Critic
3867,low,on,132,Normal
3868,high,off,198,Critic
3869,high,on,139,Normal
3870,median,off,128,Normal
3871,low,on,152,Normal
3872,low,on,143,Normal
3873,low,off,136,Normal
3874,low,on,165,Normal
3875,low,off,170,Normal
3876,median,on,122,Normal
3877,low,off,132,Normal
3878,low,on,122,Normal
3879,high,off,258,Critic
3880,low,off,133,Normal
3881,low,off,216,Critic
3882,low,off,162,Normal
3883,low,on,140,Normal
3884,median,on,168,Normal
3885,median,on,162,Normal
3886,high,on,274,Critic
3887,low,on,141,Normal
3888,high,off,260,Critic
3889,median,on,146,Normal
3890,low,off,168,Normal
3891,low,on,140,Normal
3892,low,on,159,Normal
3893,high,on,140,Normal
3894,high,off,279,Critic
3895,high,off,149,Normal
3896,high,off,225,Critic
3897,low,off,160,Normal
3898,low,off,162,Normal
3899,high,off,276,Critic
3900,low,off,155,Normal
3901,low,on,162,Normal
3902,high,off,198,Critic
3903,low,on,155,Normal
3904,low,on,130,Normal
3905,median,off,131,Normal
3906,low,on,134,Normal
3907,low,off,154,Normal
3908,median,off,196,Critic
3909,low,on,128,Normal
3910,median,off,130,Normal
3911,median,on,152,Normal
3912,median,on,125,Normal
3913,high,off,208,Critic
3914,low,on,124,Normal
3915,low,off,138,Normal
3916,high,off,132,Normal
3917,low,off,170,Normal
3918,median,on,159,Normal
3919,low,on,150,Normal
3920,median,on,170,Normal
3921,high,on,274,Critic
3922,median,off,148,Normal
3923,low,off,130,Normal
3924,low,off,155,Normal
3925,low,on,124,Normal
3926,low,on,126,Normal
3927,low,on,123,Normal
3928,high,off,156,Normal
3929,low,on,147,Normal
3930,low,on,143,Normal
3931,high,on,122,Normal
3932,high,on,124,Normal
3933,high,off,268,Critic
3934,median,on,168,Normal
3935,low,off,170,Normal
3936,median,on,148,Normal
3937,low,on,142,Normal
3938,median,off,136,Normal
3939,low,off,162,Normal
3940,median,off,169,Normal
3941,median,on,135,Normal
3942,high,off,219,Critic
3943,median,off,151,Normal
3944,low,off,165,Normal
3945,low,off,145,Normal
3946,median,off,214,Critic
3947,low,on,156,Normal
3948,median,on,128,Normal
3949,low,off,130,Normal
3950,low,on,140,Normal
3951,low,off,140,Normal
3952,low,on,123,Normal
3953,low,off,210,Critic
3954,low,on,126,Normal
3955,low,off,158,Normal
3956,low,off,144,Normal
3957,low,on,139,Normal
3958,high,on,148,Normal
3959,median,on,150,Normal
3960,low,off,168,Normal
3961,median,on,154,Normal
3962,low,off,132,Normal
3963,high,off,238,Critic
3964,high,on,282,Critic
3965,median,off,162,Normal
3966,low,off,170,Normal
3967,low,off,164,Normal
3968,low,off,146,Normal
3969,median,off,170,Normal
3970,low,off,127,Normal
3971,median,on,156,Normal
3972,median,off,154,Normal
3973,low,on,133,Normal
3974,low,on,137,Normal
3975,median,on,150,Normal
3976,low,off,146,Normal
3977,low,on,144,Normal
3978,median,on,156,Normal
3979,low,on,166,Normal
3980,high,on,290,Critic
3981,low,on,137,Normal
3982,low,on,121,Normal
3983,high,on,146,Normal
3984,high,on,150,Normal
3985,low,off,276,Critic
3986,low,on,152,Normal
3987,high,off,138,Normal
3988,low,on,130,Normal
3989,low,off,158,Normal
3990,median,on,156,Normal
3991,median,off,290,Critic
3992,high,off,242,Critic
3993,low,on,167,Normal
3994,low,off,141,Normal
3995,low,off,143,Normal
3996,low,on,152,Normal
3997,low,off,164,Normal
3998,low,off,134,Normal
3999,low,on,142,Normal
4000,high,off,132,Normal
4001,low,on,138,Normal
4002,low,off,136,Normal
4003,low,on,136,Normal
4004,median,off,264,Critic
4005,median,off,140,Normal
4006,median,on,142,Normal
4007,low,on,138,Normal
4008,median,on,124,Normal
4009,high,on,201,Critic
4010,high,on,131,Normal
4011,low,off,136,Normal
4012,low,on,138,Normal
4013,low,on,126,Normal
4014,median,on,136,Normal
4015,low,on,143,Normal
4016,median,on,148,Normal
4017,low,on,122,Normal
4018,low,off,200,Critic
4019,low,off,140,Normal
4020,high,off,238,Critic
4021,high,off,183,Critic
4022,low,off,146,Normal
4023,high,on,165,Critic
4024,median,off,130,Normal
4025,median,off,154,Normal
4026,high,off,236,Critic
4027,median,on,170,Normal
4028,high,off,154,Normal
4029,median,off,122,Normal
4030,low,off,166,Normal
4031,low,on,131,Normal
4032,median,on,168,Normal
4033,low,on,170,Normal
4034,median,off,122,Normal
4035,high,on,236,Critic
4036,low,on,268,Critic
4037,high,on,156,Normal
4038,low,on,154,Normal
4039,median,on,156,Normal
4040,median,off,144,Normal
4041,high,off,155,Normal
4042,high,off,171,Critic
4043,high,on,122,Normal
4044,median,off,130,Normal
4045,low,on,131,Normal
4046,high,off,255,Critic
4047,low,on,136,Normal
4048,high,on,228,Critic
4049,high,off,136,Normal
4050,high,off,291,Critic
4051,low,on,139,Normal
4052,low,off,162,Normal
4053,low,off,168,Normal
4054,high,off,130,Normal
4055,high,off,218,Critic
4056,median,off,120,Normal
4057,low,on,160,Normal
4058,low,on,142,Normal
4059,low,off,135,Normal
4060,low,off,135,Normal
4061,median,off,146,Normal
4062,low,on,150,Normal
4063,median,on,141,Normal
4064,high,off,249,Critic
4065,high,off,225,Critic
4066,high,on,160,Normal
4067,low,off,142,Normal
4068,low,on,124,Normal
4069,median,on,136,Normal
4070,low,off,150,Normal
4071,low,on,132,Normal
4072,low,off,135,Normal
4073,low,off,154,Normal
4074,low,off,138,Normal
4075,low,on,154,Normal
4076,low,on,156,Normal
4077,high,on,186,Critic
4078,low,on,124,Normal
4079,high,on,276,Critic
4080,low,on,160,Normal
4081,median,off,147,Normal
4082,low,off,145,Normal
4083,high,off,148,Normal
4084,median,on,232,Critic
4085,high,on,142,Normal
4086,median,off,206,Critic
4087,low,off,220,Critic
4088,low,off,158,Normal
4089,median,off,272,Critic
4090,high,on,135,Normal
4091,low,on,162,Normal
4092,median,on,164,Normal
4093,low,on,146,Normal
4094,low,on,162,Normal
4095,low,off,162,Normal
4096,low,off,136,Normal
4097,high,off,234,Critic
4098,median,off,132,Normal
4099,median,on,132,Normal
4100,median,off,138,Normal
4101,low,off,142,Normal
4102,high,off,279,Critic
4103,low,on,158,Normal
4104,low,off,134,Normal
4105,median,on,148,Normal
4106,median,on,120,Normal
4107,low,off,131,Normal
4108,median,on,146,Normal
4109,low,off,158,Normal
4110,low,on,128,Normal
4111,median,on,130,Normal
4112,median,off,152,Normal
4113,low,on,162,Normal
4114,low,on,144,Normal
4115,low,off,122,Normal
4116,median,off,133,Normal
4117,high,off,134,Normal
4118,high,off,226,Critic
4119,median,off,153,Normal
4120,median,on,138,Normal
4121,low,on,152,Normal
4122,median,off,142,Normal
4123,high,on,294,Critic
4124,low,off,144,Normal
4125,high,on,166,Normal
4126,median,on,160,Normal
4127,low,on,168,Normal
4128,low,on,138,Normal
4129,low,on,159,Normal
4130,high,off,180,Critic
4131,low,off,177,Critic
4132,high,on,162,Normal
4133,low,off,149,Normal
4134,median,on,144,Normal
4135,low,on,126,Normal
4136,high,on,231,Critic
4137,high,off,225,Critic
4138,median,off,128,Normal
4139,low,off,168,Normal
4140,low,off,136,Normal
4141,low,on,146,Normal
4142,median,off,122,Normal
4143,median,off,170,Normal
4144,low,on,162,Normal
4145,low,on,130,Normal
4146,low,on,120,Normal
4147,high,off,230,Critic
4148,low,on,166,Normal
4149,high,on,151,Normal
4150,median,on,132,Normal
4151,median,on,128,Normal
4152,low,on,149,Normal
4153,low,off,120,Normal
4154,median,off,204,Critic
4155,low,off,126,Normal
4156,low,off,126,Normal
4157,median,off,162,Normal
4158,low,on,163,Normal
4159,low,on,162,Normal
4160,median,on,177,Critic
4161,low,off,156,Normal
4162,median,off,149,Normal
4163,high,off,166,Critic
4164,low,on,148,Normal
4165,low,off,258,Critic
4166,median,on,144,Normal
4167,low,off,146,Normal
4168,high,off,160,Normal
4169,median,off,218,Critic
4170,low,off,126,Normal
4171,low,on,138,Normal
4172,median,off,152,Normal
4173,low,off,128,Normal
4174,low,on,164,Normal
4175,low,on,292,Critic
4176,median,off,159,Critic
4177,low,off,150,Normal
4178,median,on,132,Normal
4179,low,on,128,Normal
4180,median,on,154,Normal
4181,low,off,196,Critic
4182,high,on,121,Normal
4183,high,off,224,Critic
4184,median,off,130,Normal
4185,low,off,162,Normal
4186,median,on,231,Critic
4187,low,on,121,Normal
4188,low,on,130,Normal
4189,high,on,167,Normal
4190,low,off,159,Normal
4191,low,on,121,Normal
4192,low,off,133,Normal
4193,low,on,146,Normal
4194,low,off,130,Normal
4195,low,off,150,Normal
4196,low,on,130,Normal
4197,low,off,156,Normal
4198,high,off,166,Normal
4199,low,off,138,Normal
4200,high,off,190,Critic
4201,high,on,149,Normal
4202,high,on,284,Critic
4203,low,off,160,Critic
4204,low,on,144,Normal
4205,low,on,138,Normal
4206,low,off,162,Normal
4207,low,on,169,Normal
4208,median,off,130,Normal
4209,median,off,142,Normal
4210,median,off,148,Normal
4211,low,off,156,Normal
4212,high,off,249,Critic
4213,high,off,272,Critic
4214,high,off,149,Normal
4215,low,on,131,Normal
4216,low,on,157,Normal
4217,low,off,144,Normal
4218,low,off,164,Normal
4219,high,on,166,Critic
4220,low,on,132,Normal
4221,low,on,285,Critic
4222,low,off,142,Normal
4223,median,on,279,Critic
4224,high,on,242,Critic
4225,median,off,121,Normal
4226,low,off,154,Normal
4227,low,on,121,Normal
4228,median,off,148,Normal
4229,median,on,168,Normal
4230,median,on,138,Normal
4231,median,off,142,Normal
4232,low,on,162,Normal
4233,low,off,129,Normal
4234,high,on,168,Normal
4235,median,on,161,Normal
4236,low,on,134,Normal
4237,low,off,153,Normal
4238,low,off,122,Normal
4239,high,off,267,Critic
4240,high,off,188,Critic
4241,low,off,150,Normal
4242,median,on,170,Normal
4243,low,on,166,Normal
4244,high,on,154,Normal
4245,low,on,170,Normal
4246,low,on,169,Normal
4247,median,on,132,Normal
4248,low,on,164,Normal
4249,low,off,162,Normal
4250,low,on,144,Normal
4251,high,on,184,Critic
4252,high,off,213,Critic
4253,low,on,134,Normal
4254,low,on,133,Normal
4255,low,off,141,Normal
4256,low,off,121,Normal
4257,low,off,152,Normal
4258,high,off,135,Normal
4259,low,off,138,Normal
4260,low,on,166,Normal
4261,median,on,160,Critic
4262,low,on,168,Normal
4263,low,off,234,Critic
4264,low,off,149,Normal
4265,median,on,262,Critic
4266,high,on,136,Normal
4267,low,off,142,Normal
4268,low,off,154,Normal
4269,median,off,132,Normal
4270,median,on,170,Normal
4271,low,on,152,Normal
4272,median,off,226,Critic
4273,high,off,158,Normal
4274,low,on,147,Normal
4275,high,on,148,Normal
4276,low,on,121,Normal
4277,median,off,153,Normal
4278,low,on,128,Normal
4279,high,off,274,Critic
4280,median,off,138,Normal
4281,high,on,152,Normal
4282,low,off,186,Critic
4283,high,on,189,Critic
4284,low,off,141,Normal
4285,low,on,150,Normal
4286,low,off,124,Normal
4287,high,on,132,Normal
4288,low,on,164,Normal
4289,median,off,120,Normal
4290,high,off,166,Critic
4291,low,off,154,Normal
4292,low,on,137,Normal
4293,median,off,126,Normal
4294,low,on,137,Normal
4295,low,off,140,Normal
4296,low,off,170,Normal
4297,low,on,143,Normal
4298,low,on,123,Normal
4299,low,on,122,Normal
4300,low,off,142,Normal
4301,median,on,142,Normal
4302,median,off,142,Normal
4303,median,off,140,Normal
4304,median,on,267,Critic
4305,low,on,125,Normal
4306,low,on,138,Normal
4307,median,on,136,Normal
4308,high,off,296,Critic
4309,low,on,121,Normal
4310,low,on,134,Normal
4311,low,on,144,Normal
4312,low,off,298,Critic
4313,high,off,207,Critic
4314,high,off,137,Normal
4315,low,off,149,Normal
4316,low,on,158,Normal
4317,high,on,176,Critic
4318,low,on,158,Normal
4319,low,on,162,Normal
4320,low,on,162,Normal
4321,low,off,134,Normal
4322,low,on,162,Normal
4323,low,off,124,Normal
4324,median,on,140,Normal
4325,median,on,166,Normal
4326,high,on,300,Critic
4327,median,on,147,Normal
4328,high,off,176,Critic
4329,low,off,122,Normal
4330,low,on,163,Normal
4331,low,on,146,Normal
4332,median,off,161,Normal
4333,low,off,153,Normal
4334,low,on,140,Normal
4335,low,off,152,Normal
4336,low,off,150,Normal
4337,median,on,146,Normal
4338,low,on,168,Normal
4339,low,off,261,Critic
4340,low,on,162,Normal
4341,low,on,142,Normal
4342,low,off,154,Normal
4343,high,on,212,Critic
4344,low,off,146,Normal
4345,high,off,126,Normal
4346,high,on,246,Critic
4347,low,off,156,Normal
4348,low,on,125,Normal
4349,median,off,132,Normal
4350,median,on,146,Normal
4351,low,on,160,Normal
4352,median,on,166,Normal
4353,low,off,164,Normal
4354,high,on,120,Normal
4355,high,off,222,Critic
4356,low,off,166,Critic
4357,median,on,146,Normal
4358,median,on,142,Normal
4359,median,on,142,Normal
4360,high,on,136,Normal
4361,low,off,166,Normal
4362,high,off,279,Critic
4363,median,on,136,Normal
4364,median,off,166,Normal
4365,low,on,154,Normal
4366,high,on,154,Normal
4367,median,on,146,Normal
4368,median,off,170,Normal
4369,low,off,128,Normal
4370,low,off,143,Normal
4371,high,off,279,Critic
