user,movie,date_of_grade,grade
766,43,15-10-09,2
766,57,15-10-06,3
766,62,15-10-10,3
766,76,15-10-06,3
766,81,15-10-10,5
766,95,15-10-07,1
767,7,15-10-16,1
767,12,15-10-17,3
767,17,15-10-18,2
767,22,15-10-07,2
767,27,15-10-01,3
767,32,15-10-01,3
767,37,15-10-08,4
767,42,15-10-14,3
767,47,15-10-06,5
767,52,15-10-17,4
767,57,15-10-06,2
767,62,15-10-17,5
767,67,15-10-04,2
767,72,15-10-07,1
768,3,15-10-20,3
768,17,15-10-16,3
768,22,15-10-03,5
768,36,15-10-12,1
768,41,15-10-01,4
768,60,15-10-10,4
768,65,15-10-19,5
768,79,15-10-12,5
768,84,15-10-04,1
768,98,15-10-11,5
769,66,15-10-01,4
769,69,15-10-05,5
769,72,15-10-05,1
769,75,15-10-07,5
769,78,15-10-11,3
770,6,15-10-07,1
770,23,15-10-17,3
770,38,15-10-14,1
770,40,15-10-10,4
770,55,15-10-15,4
770,57,15-10-02,3
770,72,15-10-01,1
770,89,15-10-06,5
771,9,15-10-13,4
771,14,15-10-20,4
771,28,15-10-06,1
771,33,15-10-08,5
771,47,15-10-09,3
771,52,15-10-17,3
771,66,15-10-18,5
771,71,15-10-17,5
771,76,15-10-06,4
771,85,15-10-08,3
771,90,15-10-11,5
771,95,15-10-15,1
772,16,15-10-14,2
772,21,15-10-09,2
772,26,15-10-04,2
772,31,15-10-15,4
772,36,15-10-06,2
772,41,15-10-09,5
772,46,15-10-15,4
772,51,15-10-09,2
772,56,15-10-03,5
772,61,15-10-14,2
772,66,15-10-13,5
773,10,15-10-05,5
773,21,15-10-05,1
773,32,15-10-07,4
773,43,15-10-02,2
773,44,15-10-05,4
773,54,15-10-13,3
773,55,15-10-07,1
773,66,15-10-06,4
773,77,15-10-16,4
773,88,15-10-15,5
773,99,15-10-20,5
774,8,15-10-20,1
774,12,15-10-08,3
774,21,15-10-10,3
774,25,15-10-10,3
774,34,15-10-03,4
774,38,15-10-13,4
774,47,15-10-09,5
774,51,15-10-15,3
774,56,15-10-16,1
774,60,15-10-10,1
774,64,15-10-10,4
774,69,15-10-06,2
774,73,15-10-15,4
774,77,15-10-10,1
774,82,15-10-19,2
774,86,15-10-13,4
774,90,15-10-16,2
774,95,15-10-04,4
774,99,15-10-03,1
775,4,15-10-14,5
775,5,15-10-06,5
775,15,15-10-02,4
775,16,15-10-07,3
775,27,15-10-03,5
775,38,15-10-15,5
775,39,15-10-12,5
775,49,15-10-11,1
775,50,15-10-19,5
775,60,15-10-10,3
775,61,15-10-15,4
775,71,15-10-05,5
775,72,15-10-10,1
775,82,15-10-07,3
775,83,15-10-10,3
775,93,15-10-19,5
775,94,15-10-17,3
776,42,15-10-01,3
776,45,15-10-03,2
776,48,15-10-09,4
776,51,15-10-09,2
776,54,15-10-16,3
776,57,15-10-13,1
776,60,15-10-03,5
777,4,15-10-06,4
777,9,15-10-16,3
777,14,15-10-14,3
777,19,15-10-05,5
777,24,15-10-03,1
777,29,15-10-02,4
777,34,15-10-04,4
777,74,15-10-07,2
777,79,15-10-02,4
777,84,15-10-15,3
777,89,15-10-17,2
777,94,15-10-14,3
777,99,15-10-18,3
778,8,15-10-14,3
778,13,15-10-10,5
778,18,15-10-11,5
778,27,15-10-05,3
778,32,15-10-01,4
778,37,15-10-01,1
778,51,15-10-17,3
778,56,15-10-10,5
778,70,15-10-02,3
778,75,15-10-09,2
778,89,15-10-18,2
778,94,15-10-20,3
779,0,15-10-18,2
779,13,15-10-17,5
779,26,15-10-20,5
779,39,15-10-01,5
779,52,15-10-07,5
779,61,15-10-20,4
779,65,15-10-10,1
779,74,15-10-13,4
779,78,15-10-12,2
779,87,15-10-15,4
780,1,15-10-05,3
780,4,15-10-06,5
780,7,15-10-02,2
780,10,15-10-10,3
780,13,15-10-04,3
780,16,15-10-20,5
780,19,15-10-04,3
780,22,15-10-15,1
780,25,15-10-16,5
780,28,15-10-19,5
780,31,15-10-05,1
780,34,15-10-17,3
780,37,15-10-13,3
780,40,15-10-07,1
780,43,15-10-17,5
780,89,15-10-03,1
780,92,15-10-04,5
780,95,15-10-16,2
780,98,15-10-06,1
781,9,15-10-05,4
781,44,15-10-14,1
781,57,15-10-16,4
781,70,15-10-09,4
781,83,15-10-16,1
781,96,15-10-15,5
782,8,15-10-18,4
782,12,15-10-17,5
782,21,15-10-10,4
782,25,15-10-02,4
782,34,15-10-20,2
782,47,15-10-12,2
782,60,15-10-07,2
782,69,15-10-17,4
782,73,15-10-13,3
782,82,15-10-07,1
782,86,15-10-09,1
782,95,15-10-01,4
782,99,15-10-17,5
783,9,15-10-02,5
783,24,15-10-08,5
783,26,15-10-04,2
783,41,15-10-15,2
783,43,15-10-11,1
783,58,15-10-10,4
783,75,15-10-03,1
783,92,15-10-16,3
784,0,15-10-07,4
784,13,15-10-12,2
784,26,15-10-17,3
784,39,15-10-09,3
784,52,15-10-20,4
784,61,15-10-16,1
784,65,15-10-11,3
784,74,15-10-20,2
784,87,15-10-05,2
785,6,15-10-05,5
785,13,15-10-12,5
785,20,15-10-06,2
785,27,15-10-09,4
785,34,15-10-13,1
785,41,15-10-12,5
785,48,15-10-11,2
785,50,15-10-06,5
785,57,15-10-16,3
785,64,15-10-12,5
785,71,15-10-13,1
785,78,15-10-12,3
785,85,15-10-17,4
785,92,15-10-05,4
785,99,15-10-04,3
786,17,15-10-06,3
786,22,15-10-03,3
786,27,15-10-03,2
786,32,15-10-07,5
786,37,15-10-14,5
786,42,15-10-06,1
786,47,15-10-19,5
786,52,15-10-05,3
786,57,15-10-02,3
787,11,15-10-06,4
787,24,15-10-13,4
787,37,15-10-06,3
787,50,15-10-20,4
787,59,15-10-11,1
787,63,15-10-19,4
787,72,15-10-12,2
787,85,15-10-13,1
787,98,15-10-07,1
788,3,15-10-04,2
788,10,15-10-11,2
788,17,15-10-06,1
788,24,15-10-05,2
788,40,15-10-13,2
788,47,15-10-07,3
788,54,15-10-09,2
788,61,15-10-14,3
788,68,15-10-12,5
788,75,15-10-14,5
788,82,15-10-16,3
788,89,15-10-15,2
788,96,15-10-04,1
789,14,15-10-06,5
789,16,15-10-11,1
789,29,15-10-09,5
789,31,15-10-16,4
789,33,15-10-19,4
789,46,15-10-19,3
789,48,15-10-07,3
789,63,15-10-12,5
789,65,15-10-19,2
789,80,15-10-17,3
789,82,15-10-17,2
789,97,15-10-17,1
789,99,15-10-09,5
790,4,15-10-09,1
790,9,15-10-09,3
790,14,15-10-09,2
790,19,15-10-20,2
790,24,15-10-06,2
790,29,15-10-20,1
790,34,15-10-09,4
790,39,15-10-19,1
790,44,15-10-18,2
790,49,15-10-18,1
790,74,15-10-10,3
790,79,15-10-06,5
790,84,15-10-20,4
790,89,15-10-11,4
790,94,15-10-03,5
790,99,15-10-06,4
791,0,15-10-07,3
791,5,15-10-04,4
791,10,15-10-10,3
791,15,15-10-16,5
791,20,15-10-06,5
791,25,15-10-17,2
791,30,15-10-16,1
791,35,15-10-16,3
791,40,15-10-04,2
791,45,15-10-02,1
791,50,15-10-17,5
791,60,15-10-19,4
791,65,15-10-02,1
791,70,15-10-19,2
791,75,15-10-08,2
791,80,15-10-09,3
791,85,15-10-15,4
791,90,15-10-20,1
791,95,15-10-04,1
792,8,15-10-04,3
792,9,15-10-04,4
792,19,15-10-07,3
792,20,15-10-10,4
792,30,15-10-10,3
792,31,15-10-05,4
792,41,15-10-06,5
792,42,15-10-13,4
792,52,15-10-09,1
792,53,15-10-14,5
792,63,15-10-11,1
792,64,15-10-01,4
792,74,15-10-03,4
792,75,15-10-17,3
792,85,15-10-04,1
792,86,15-10-05,2
792,87,15-10-18,4
792,96,15-10-01,3
792,97,15-10-19,3
792,98,15-10-08,5
793,10,15-10-19,5
793,23,15-10-16,4
793,32,15-10-18,5
793,36,15-10-10,4
793,45,15-10-15,3
793,49,15-10-07,4
793,58,15-10-18,3
793,62,15-10-10,4
793,71,15-10-10,1
793,84,15-10-05,4
793,97,15-10-08,5
794,0,15-10-06,5
794,3,15-10-05,1
794,6,15-10-04,4
794,9,15-10-05,3
794,12,15-10-08,3
794,15,15-10-04,5
794,18,15-10-06,3
794,21,15-10-06,5
794,94,15-10-05,1
794,97,15-10-16,2
795,28,15-10-16,2
795,33,15-10-12,5
795,38,15-10-20,1
795,43,15-10-04,4
795,48,15-10-19,4
795,53,15-10-12,4
795,58,15-10-17,1
795,63,15-10-11,4
795,68,15-10-09,2
795,73,15-10-02,1
795,78,15-10-14,1
795,83,15-10-03,4
795,88,15-10-04,5
796,3,15-10-16,4
796,12,15-10-20,3
796,16,15-10-17,4
796,25,15-10-17,3
796,29,15-10-20,4
796,34,15-10-03,2
796,38,15-10-02,5
796,47,15-10-20,2
796,51,15-10-10,1
796,60,15-10-02,1
796,64,15-10-20,1
796,73,15-10-20,4
796,77,15-10-16,5
796,86,15-10-12,3
796,90,15-10-04,4
796,99,15-10-14,1
797,22,15-10-02,1
797,29,15-10-17,3
797,36,15-10-18,4
797,43,15-10-11,2
797,50,15-10-07,3
797,57,15-10-15,5
797,64,15-10-03,2
797,71,15-10-01,1
797,78,15-10-09,3
797,85,15-10-08,4
797,92,15-10-15,4
797,99,15-10-13,1
798,26,15-10-05,5
798,29,15-10-13,4
798,32,15-10-20,5
798,35,15-10-03,5
798,38,15-10-08,1
798,41,15-10-04,2
798,44,15-10-15,2
798,47,15-10-05,1
798,50,15-10-17,4
798,53,15-10-09,4
798,56,15-10-06,4
798,59,15-10-08,1
798,62,15-10-10,3
798,65,15-10-14,2
798,68,15-10-16,1
798,71,15-10-17,3
798,74,15-10-11,4
799,8,15-10-07,3
799,9,15-10-09,4
799,20,15-10-15,2
799,31,15-10-17,2
799,42,15-10-20,2
799,53,15-10-09,3
799,64,15-10-19,5
799,75,15-10-15,3
799,86,15-10-12,5
799,97,15-10-05,2
799,98,15-10-09,2
800,7,15-10-08,2
800,11,15-10-16,2
800,20,15-10-05,3
800,24,15-10-20,4
800,33,15-10-03,2
800,37,15-10-11,4
800,46,15-10-02,2
800,50,15-10-18,2
800,59,15-10-18,3
800,63,15-10-02,3
800,72,15-10-15,1
800,76,15-10-15,4
800,85,15-10-15,1
800,98,15-10-09,5
801,0,15-10-05,4
801,9,15-10-05,1
801,13,15-10-17,4
801,22,15-10-16,5
801,26,15-10-18,2
801,35,15-10-05,1
801,48,15-10-16,1
801,61,15-10-13,1
801,74,15-10-20,2
801,87,15-10-11,2
801,96,15-10-04,4
802,29,15-10-15,1
802,36,15-10-07,4
802,43,15-10-10,1
802,50,15-10-04,3
802,57,15-10-14,5
802,64,15-10-13,4
802,71,15-10-03,4
802,78,15-10-17,5
802,85,15-10-18,4
802,92,15-10-08,4
803,4,15-10-04,5
803,5,15-10-01,1
803,15,15-10-05,1
803,16,15-10-19,2
803,26,15-10-04,3
803,27,15-10-18,3
803,37,15-10-15,4
803,38,15-10-02,2
803,48,15-10-05,3
803,49,15-10-17,3
803,59,15-10-15,3
803,60,15-10-04,5
803,71,15-10-06,4
803,82,15-10-15,4
803,83,15-10-05,3
803,93,15-10-12,2
803,94,15-10-09,3
804,15,15-10-03,3
804,34,15-10-04,2
804,53,15-10-03,1
804,58,15-10-10,5
804,77,15-10-12,4
804,96,15-10-20,2
805,7,15-10-03,5
805,11,15-10-11,1
805,16,15-10-19,5
805,20,15-10-14,3
805,24,15-10-20,3
805,29,15-10-08,2
805,33,15-10-20,4
805,37,15-10-18,2
805,42,15-10-04,3
805,46,15-10-07,5
805,55,15-10-10,3
805,59,15-10-01,3
805,68,15-10-16,3
805,72,15-10-01,5
805,81,15-10-10,3
805,85,15-10-06,3
805,94,15-10-15,4
805,98,15-10-08,4
806,9,15-10-13,2
806,11,15-10-18,3
806,26,15-10-10,1
806,28,15-10-01,4
806,43,15-10-15,3
806,45,15-10-04,2
806,60,15-10-11,2
806,62,15-10-19,2
806,77,15-10-07,2
806,92,15-10-01,3
806,94,15-10-18,3
807,22,15-10-04,1
807,35,15-10-11,3
807,48,15-10-07,1
807,61,15-10-14,1
807,74,15-10-16,2
808,6,15-10-18,1
808,13,15-10-12,4
808,20,15-10-04,5
808,27,15-10-17,1
808,34,15-10-07,3
809,10,15-10-20,1
809,13,15-10-15,3
809,16,15-10-20,4
809,19,15-10-20,3
809,22,15-10-11,3
809,25,15-10-13,5
809,28,15-10-11,4
809,31,15-10-14,2
809,34,15-10-14,3
809,37,15-10-16,5
809,40,15-10-04,1
809,43,15-10-02,4
809,46,15-10-14,4
809,49,15-10-10,3
809,52,15-10-16,4
809,55,15-10-13,5
809,58,15-10-13,5
809,61,15-10-06,3
810,2,15-10-14,2
810,7,15-10-02,2
810,21,15-10-20,4
810,26,15-10-19,4
810,40,15-10-15,4
810,45,15-10-03,4
810,59,15-10-04,2
810,64,15-10-01,5
810,78,15-10-16,1
810,83,15-10-12,5
810,88,15-10-18,5
811,3,15-10-11,2
811,10,15-10-04,3
811,17,15-10-05,4
811,24,15-10-01,1
811,31,15-10-13,5
811,38,15-10-07,1
811,45,15-10-18,5
811,52,15-10-12,2
811,54,15-10-06,5
811,61,15-10-13,3
811,68,15-10-03,5
811,75,15-10-07,4
811,82,15-10-04,2
811,89,15-10-15,3
811,96,15-10-19,5
812,0,15-10-08,5
812,2,15-10-04,2
812,17,15-10-12,2
812,19,15-10-08,3
812,34,15-10-15,2
812,36,15-10-11,2
812,51,15-10-10,5
812,53,15-10-01,4
812,66,15-10-18,2
812,68,15-10-18,1
812,70,15-10-11,4
812,83,15-10-20,5
812,85,15-10-03,5
812,87,15-10-01,2
813,52,15-10-19,2
813,55,15-10-20,4
813,58,15-10-09,3
813,61,15-10-08,4
813,64,15-10-19,4
813,67,15-10-02,3
813,70,15-10-07,2
813,73,15-10-17,2
813,76,15-10-19,5
813,79,15-10-07,4
813,82,15-10-08,5
813,85,15-10-19,5
813,88,15-10-12,5
814,2,15-10-13,1
814,7,15-10-11,5
814,12,15-10-13,3
814,17,15-10-15,2
814,27,15-10-15,5
814,32,15-10-14,2
814,37,15-10-17,1
814,42,15-10-17,2
814,47,15-10-07,4
814,52,15-10-03,1
814,57,15-10-17,4
814,62,15-10-18,5
814,67,15-10-18,2
814,72,15-10-19,5
814,77,15-10-01,1
814,82,15-10-19,2
814,87,15-10-20,4
814,92,15-10-04,5
814,97,15-10-09,1
815,32,15-10-01,2
815,37,15-10-03,4
815,42,15-10-18,3
815,47,15-10-18,1
815,52,15-10-05,1
815,57,15-10-19,5
816,2,15-10-13,4
816,15,15-10-06,5
816,28,15-10-04,3
816,41,15-10-20,3
816,54,15-10-15,5
816,63,15-10-07,1
816,67,15-10-05,3
816,76,15-10-04,1
816,80,15-10-08,4
816,89,15-10-06,3
817,65,15-10-14,2
817,70,15-10-18,5
817,75,15-10-17,2
817,80,15-10-04,5
817,85,15-10-10,2
817,90,15-10-04,5
817,95,15-10-20,5
818,0,15-10-11,1
818,4,15-10-19,3
818,13,15-10-06,1
818,17,15-10-18,5
818,26,15-10-17,2
818,30,15-10-19,3
818,39,15-10-09,1
818,43,15-10-02,3
818,52,15-10-16,1
818,56,15-10-20,1
818,65,15-10-06,1
818,74,15-10-12,4
818,78,15-10-19,3
818,87,15-10-01,2
818,91,15-10-16,2
819,8,15-10-17,2
819,27,15-10-05,1
819,46,15-10-16,2
819,70,15-10-18,4
819,89,15-10-02,3
820,4,15-10-10,1
820,17,15-10-06,4
820,30,15-10-19,4
820,43,15-10-13,3
820,56,15-10-03,5
820,69,15-10-07,5
820,78,15-10-20,1
820,82,15-10-16,1
820,91,15-10-03,4
820,95,15-10-11,2
821,54,15-10-03,1
821,57,15-10-11,2
821,60,15-10-03,2
821,63,15-10-05,5
821,66,15-10-17,4
821,69,15-10-04,2
821,72,15-10-18,3
821,75,15-10-10,4
821,78,15-10-03,4
822,3,15-10-18,2
822,14,15-10-01,1
822,25,15-10-05,1
822,81,15-10-16,2
822,92,15-10-14,5
823,2,15-10-06,2
823,5,15-10-09,4
823,8,15-10-10,2
823,11,15-10-03,4
823,99,15-10-10,5
824,3,15-10-08,4
824,7,15-10-07,2
824,12,15-10-03,5
824,16,15-10-07,1
824,20,15-10-06,4
824,25,15-10-03,2
824,29,15-10-05,2
824,38,15-10-18,4
824,42,15-10-03,4
824,51,15-10-02,3
824,55,15-10-07,5
824,64,15-10-11,5
824,68,15-10-14,3
824,77,15-10-08,3
824,81,15-10-10,3
824,90,15-10-01,3
824,94,15-10-16,2
825,1,15-10-15,2
825,14,15-10-09,2
825,23,15-10-02,3
825,27,15-10-16,2
825,36,15-10-11,2
825,40,15-10-15,4
825,49,15-10-02,3
825,53,15-10-09,3
825,62,15-10-07,5
825,66,15-10-11,4
825,75,15-10-17,4
825,79,15-10-19,4
825,88,15-10-17,4
825,92,15-10-08,2
826,14,15-10-05,4
826,33,15-10-06,4
826,52,15-10-08,5
826,71,15-10-06,1
826,90,15-10-19,4
826,95,15-10-07,4
827,5,15-10-14,1
827,10,15-10-10,2
827,24,15-10-07,1
827,29,15-10-07,2
827,43,15-10-11,3
827,48,15-10-16,2
827,67,15-10-08,2
827,86,15-10-15,5
827,91,15-10-04,2
828,8,15-10-19,4
828,13,15-10-09,2
828,27,15-10-15,1
828,32,15-10-18,3
828,46,15-10-12,1
828,51,15-10-20,1
828,65,15-10-14,4
828,70,15-10-02,5
828,89,15-10-20,4
828,94,15-10-16,3
829,47,15-10-11,1
829,50,15-10-20,3
829,53,15-10-15,3
829,56,15-10-15,4
829,59,15-10-05,3
829,62,15-10-18,1
829,65,15-10-07,3
830,29,15-10-12,1
830,32,15-10-10,3
830,35,15-10-18,3
830,38,15-10-04,4
830,41,15-10-08,2
830,44,15-10-17,5
830,47,15-10-07,5
830,50,15-10-06,4
830,53,15-10-19,2
830,56,15-10-17,4
830,59,15-10-02,4
830,62,15-10-07,2
830,65,15-10-06,5
831,3,15-10-18,1
831,4,15-10-13,3
831,14,15-10-11,4
831,15,15-10-15,3
831,25,15-10-15,3
831,26,15-10-15,1
831,36,15-10-02,4
831,37,15-10-10,4
831,47,15-10-03,4
831,48,15-10-10,5
831,58,15-10-10,2
831,59,15-10-10,1
831,70,15-10-04,3
831,81,15-10-12,2
831,92,15-10-01,5
831,93,15-10-05,3
832,5,15-10-02,3
832,9,15-10-16,4
832,18,15-10-15,4
832,22,15-10-13,2
832,31,15-10-02,5
832,35,15-10-03,1
832,44,15-10-13,5
832,57,15-10-13,1
832,70,15-10-11,5
832,79,15-10-02,2
832,83,15-10-20,5
832,92,15-10-17,5
832,96,15-10-10,5
833,6,15-10-09,1
833,11,15-10-14,5
833,30,15-10-01,4
833,49,15-10-19,4
833,68,15-10-04,1
833,87,15-10-02,2
834,6,15-10-15,4
834,10,15-10-04,5
834,19,15-10-11,4
834,23,15-10-19,1
834,32,15-10-07,4
834,36,15-10-14,2
834,45,15-10-07,3
834,49,15-10-04,3
834,58,15-10-02,4
834,62,15-10-15,4
834,71,15-10-04,3
834,75,15-10-14,4
834,84,15-10-13,3
834,93,15-10-19,2
834,97,15-10-16,3
835,36,15-10-14,4
835,41,15-10-18,4
835,46,15-10-12,1
835,51,15-10-15,3
835,56,15-10-18,2
835,61,15-10-02,3
836,4,15-10-15,1
836,7,15-10-03,4
836,10,15-10-05,3
836,13,15-10-18,1
836,16,15-10-19,3
836,19,15-10-16,5
836,22,15-10-19,5
836,25,15-10-17,5
836,28,15-10-04,5
836,31,15-10-13,2
836,34,15-10-17,1
836,37,15-10-01,2
836,40,15-10-12,5
836,43,15-10-07,1
836,46,15-10-04,2
836,49,15-10-06,5
836,52,15-10-09,1
836,55,15-10-06,5
836,58,15-10-18,5
837,2,15-10-14,1
837,52,15-10-07,5
837,57,15-10-13,4
837,62,15-10-18,4
837,67,15-10-13,1
837,72,15-10-10,5
837,77,15-10-17,1
837,82,15-10-17,4
837,87,15-10-12,4
837,92,15-10-12,2
837,97,15-10-18,5
838,1,15-10-05,4
838,8,15-10-01,1
838,15,15-10-15,2
838,22,15-10-18,1
838,29,15-10-20,3
838,52,15-10-19,4
838,59,15-10-20,2
838,66,15-10-07,1
838,73,15-10-14,3
838,80,15-10-07,2
838,87,15-10-20,5
838,94,15-10-13,2
839,9,15-10-05,5
839,11,15-10-03,1
839,13,15-10-08,5
839,26,15-10-02,5
839,28,15-10-14,5
839,30,15-10-20,1
839,43,15-10-10,3
839,45,15-10-14,3
839,47,15-10-19,5
839,60,15-10-02,5
839,62,15-10-05,5
839,64,15-10-04,5
839,77,15-10-18,1
839,79,15-10-14,5
839,94,15-10-17,4
839,96,15-10-06,1
840,4,15-10-16,1
840,18,15-10-17,5
840,23,15-10-18,4
840,37,15-10-08,2
840,42,15-10-11,3
840,56,15-10-16,2
840,61,15-10-04,1
840,75,15-10-14,4
840,80,15-10-09,1
840,85,15-10-04,5
840,94,15-10-01,2
840,99,15-10-04,1
841,5,15-10-16,5
841,10,15-10-10,3
841,15,15-10-15,5
841,20,15-10-17,4
841,25,15-10-02,2
841,30,15-10-09,3
841,35,15-10-06,1
841,40,15-10-02,4
841,45,15-10-11,3
841,50,15-10-12,4
841,55,15-10-07,5
842,1,15-10-10,4
842,5,15-10-12,2
842,10,15-10-16,1
842,15,15-10-08,2
842,20,15-10-08,4
842,24,15-10-09,5
842,29,15-10-18,1
842,34,15-10-10,4
842,39,15-10-09,4
842,43,15-10-01,5
842,48,15-10-20,3
842,53,15-10-03,5
842,58,15-10-04,4
842,62,15-10-06,4
842,67,15-10-04,2
842,72,15-10-04,1
842,77,15-10-19,5
842,86,15-10-11,4
842,91,15-10-03,5
842,96,15-10-11,1
843,13,15-10-03,4
843,32,15-10-05,5
843,51,15-10-01,5
843,56,15-10-01,1
843,70,15-10-14,4
843,75,15-10-17,3
843,94,15-10-18,3
844,0,15-10-11,2
844,15,15-10-18,5
844,17,15-10-08,1
844,32,15-10-06,1
844,34,15-10-05,1
844,49,15-10-01,2
844,66,15-10-17,3
844,83,15-10-11,5
844,98,15-10-07,3
845,41,15-10-12,4
845,52,15-10-06,1
845,63,15-10-07,4
845,74,15-10-01,5
845,85,15-10-01,4
846,8,15-10-11,2
846,9,15-10-03,2
846,19,15-10-06,4
846,20,15-10-17,5
846,30,15-10-06,3
846,31,15-10-20,4
846,41,15-10-18,4
846,42,15-10-13,5
846,52,15-10-08,2
846,53,15-10-18,2
846,64,15-10-14,4
846,75,15-10-05,3
846,86,15-10-01,3
846,87,15-10-01,3
846,97,15-10-12,2
846,98,15-10-18,2
847,55,15-10-17,4
847,58,15-10-10,4
847,61,15-10-19,4
847,64,15-10-12,4
847,67,15-10-01,2
847,70,15-10-04,1
847,73,15-10-19,4
847,76,15-10-18,2
847,79,15-10-03,2
847,82,15-10-01,4
847,85,15-10-18,2
847,88,15-10-08,4
847,91,15-10-15,2
847,94,15-10-05,4
848,3,15-10-05,4
848,8,15-10-05,5
848,13,15-10-11,4
848,18,15-10-02,5
848,23,15-10-04,3
848,28,15-10-16,1
848,33,15-10-18,3
848,38,15-10-05,1
848,43,15-10-06,2
848,48,15-10-17,5
848,53,15-10-08,3
848,58,15-10-04,4
848,63,15-10-11,2
848,68,15-10-05,3
848,73,15-10-01,1
848,78,15-10-10,4
848,83,15-10-04,4
848,88,15-10-02,4
849,1,15-10-03,4
849,4,15-10-18,2
849,7,15-10-07,4
849,10,15-10-07,4
849,13,15-10-16,2
849,16,15-10-06,5
849,19,15-10-20,5
849,22,15-10-06,4
849,25,15-10-11,3
849,28,15-10-04,3
849,31,15-10-02,5
849,34,15-10-19,5
849,98,15-10-04,1
850,8,15-10-14,5
850,13,15-10-13,4
850,18,15-10-11,1
850,23,15-10-01,1
850,27,15-10-19,4
850,32,15-10-04,5
850,37,15-10-04,2
850,42,15-10-16,2
850,51,15-10-15,2
850,56,15-10-17,3
850,61,15-10-19,2
850,70,15-10-08,5
850,75,15-10-10,4
850,80,15-10-08,2
850,89,15-10-18,4
850,94,15-10-14,1
850,99,15-10-14,2
851,3,15-10-19,3
851,8,15-10-01,3
851,22,15-10-10,5
851,27,15-10-14,5
851,41,15-10-06,3
851,46,15-10-15,1
851,60,15-10-19,2
851,65,15-10-14,5
851,70,15-10-02,4
851,79,15-10-07,4
851,84,15-10-06,2
851,89,15-10-19,5
852,3,15-10-13,5
852,5,15-10-16,2
852,10,15-10-06,2
852,12,15-10-05,2
852,19,15-10-05,5
852,26,15-10-20,5
852,33,15-10-12,2
852,40,15-10-03,3
852,47,15-10-10,3
852,54,15-10-13,4
852,61,15-10-02,4
852,68,15-10-19,5
852,75,15-10-01,4
852,82,15-10-05,3
852,89,15-10-08,1
852,96,15-10-10,5
853,9,15-10-06,2
853,20,15-10-16,2
853,31,15-10-10,3
853,42,15-10-08,3
853,53,15-10-04,5
853,64,15-10-11,4
853,75,15-10-16,3
853,86,15-10-11,3
853,87,15-10-18,5
853,97,15-10-10,1
853,98,15-10-13,1
854,2,15-10-12,5
854,9,15-10-07,4
854,16,15-10-10,5
854,23,15-10-06,2
854,30,15-10-11,3
854,53,15-10-14,5
854,60,15-10-14,5
854,67,15-10-19,5
854,74,15-10-14,1
854,81,15-10-06,2
854,88,15-10-16,1
854,95,15-10-17,2
855,9,15-10-19,3
855,10,15-10-05,4
855,20,15-10-01,1
855,21,15-10-06,1
855,31,15-10-08,1
855,32,15-10-12,1
855,42,15-10-06,3
855,43,15-10-02,1
855,53,15-10-06,5
855,54,15-10-17,2
855,64,15-10-11,2
855,65,15-10-05,1
855,75,15-10-18,4
855,76,15-10-17,5
855,87,15-10-06,3
855,98,15-10-06,1
855,99,15-10-20,3
856,9,15-10-18,1
856,26,15-10-05,1
856,41,15-10-20,3
856,43,15-10-01,3
856,58,15-10-08,3
856,60,15-10-10,4
856,75,15-10-07,3
856,77,15-10-11,2
856,92,15-10-15,4
856,94,15-10-13,1
857,3,15-10-10,5
857,17,15-10-19,3
857,22,15-10-18,1
857,27,15-10-01,3
857,36,15-10-14,1
857,41,15-10-11,3
857,46,15-10-10,4
857,60,15-10-16,5
857,65,15-10-05,1
857,79,15-10-01,1
857,84,15-10-10,2
857,98,15-10-07,4
858,20,15-10-10,3
858,23,15-10-05,5
858,26,15-10-03,5
858,29,15-10-16,5
858,32,15-10-18,4
858,35,15-10-15,1
858,38,15-10-11,1
858,41,15-10-12,1
858,44,15-10-13,2
858,47,15-10-16,5
858,50,15-10-05,1
858,53,15-10-09,2
859,3,15-10-16,3
859,10,15-10-10,3
859,17,15-10-12,5
859,24,15-10-04,3
859,31,15-10-10,5
860,2,15-10-12,2
860,11,15-10-16,5
860,15,15-10-20,3
860,24,15-10-20,1
860,28,15-10-13,1
860,37,15-10-04,1
860,50,15-10-06,3
860,59,15-10-16,3
860,63,15-10-09,2
860,72,15-10-06,4
860,76,15-10-02,2
860,85,15-10-16,2
860,89,15-10-02,5
860,98,15-10-15,3
861,0,15-10-20,3
861,9,15-10-18,2
861,13,15-10-10,2
861,22,15-10-11,5
861,26,15-10-15,3
861,35,15-10-12,4
861,39,15-10-02,1
861,48,15-10-19,2
861,52,15-10-10,4
861,61,15-10-09,5
861,65,15-10-19,5
861,74,15-10-05,5
861,78,15-10-09,5
861,87,15-10-08,1
861,91,15-10-09,1
861,96,15-10-09,3
862,17,15-10-16,2
862,36,15-10-05,4
862,55,15-10-12,5
862,74,15-10-07,5
862,93,15-10-17,4
863,2,15-10-05,5
863,4,15-10-17,5
863,6,15-10-13,5
863,19,15-10-07,1
863,21,15-10-19,3
863,23,15-10-03,3
863,36,15-10-06,4
863,38,15-10-10,3
863,40,15-10-01,4
863,51,15-10-12,4
863,53,15-10-02,1
863,55,15-10-13,5
863,68,15-10-13,5
863,70,15-10-07,1
863,72,15-10-07,5
863,85,15-10-08,5
863,87,15-10-17,4
863,89,15-10-15,1
